id,report_number,origin,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,sponsor_phone,total_unitemized,total_cycle,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,sponsor_location,vendor_location,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_name,candidate_last_name,candidate_first_name,candidate_office,candidate_jurisdiction,candidate_party,portion_of_amount,for_or_against,filer_id,sponsor_entity_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,funders_location,ballot_name,ballot_number,ballot_type,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state,total_this_report
2540.expn,1919,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,3119680.68,42351.25,BROADCAST TV BUY: YAKIMA- KAPP 25% KCYU 11% KIMA 32% KNDO 32%,2008-10-17T00:00:00.000,2008-10-22T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1919'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539.expn,1919,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,3119680.68,70677.50,BROADCAST TV BUY: SPOKANE- KAYU 12% KHQ 43% KREM 24% KXLY 21%,2008-10-17T00:00:00.000,2008-10-22T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1919'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538.expn,1919,C6.2 - Itemized Expenditures,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,MADAMS@RGA.ORG,202-662-4162,0.00,3119680.68,420048.75,BROADCAST TV BUY: SEATTLE- KCPQ 11% KING 25% KIRO 31% KMYQ 1% KOMO 29% KONG 3%,2008-10-17T00:00:00.000,2008-10-22T00:00:00.000,CROSSROADS MEDIA LLC,"66 CANAL CENTER PLAZA, #555",ALEXANDRIA,VA,22314,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1919'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}","{'type': 'Point', 'coordinates': [-77.038961, 38.81385]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521.expn,1913,C6.2 - Itemized Expenditures,274,CHARLES BEAUDETTE CHARLES,Not Required for an Independent Expenditure,Independent Expenditure,2008-10-20T00:00:00.000,2008,P.O. BOX 1824,PORT ANGELES,WA,98362,DOC@OLYPEN.COM,3604601272,0.00,1050.48,75.00,WEBSITE REGISTRATION & HOSTING,2008-10-17T00:00:00.000,2008-10-18T00:00:00.000,"OLYPEN, INC.",245 EAST WASHINGTON STREET,SEQUIM,WA,98382,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1913'},"{'type': 'Point', 'coordinates': [-123.40344, 48.10192]}","{'type': 'Point', 'coordinates': [-123.0994, 48.07949]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520.expn,1912,C6.2 - Itemized Expenditures,274,CHARLES BEAUDETTE CHARLES,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,P.O. BOX 1824,PORT ANGELES,WA,98362,DOC@OLYPEN.COM,3604601272,0.00,0.00,1050.48,NEWSPAPER ADD,2008-10-17T00:00:00.000,2008-10-19T00:00:00.000,PENINSULA DAILY NEWS,305 WEST FIRST ST,PORT ANGELES,WA,98362,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1912'},"{'type': 'Point', 'coordinates': [-123.40344, 48.10192]}","{'type': 'Point', 'coordinates': [-123.43749, 48.12116]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517.expn,1909,C6.2 - Itemized Expenditures,157,WASHINGTON STATE DENTAL POLITICAL ACTION COMMITTEE,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,"1001 FOURTH AVENUE, SUITE 3800",SEATTLE,WA,98154,ZACH@WSDA.ORG,800-448-3368,0.00,0.00,45895.72,DIRECT MAILINGS,2008-10-20T00:00:00.000,2008-10-20T00:00:00.000,DMA INC.,21737 96TH PL SOUTH,KEINT,WA,98031,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1909'},"{'type': 'Point', 'coordinates': [-122.33301, 47.60608]}","{'type': 'Point', 'coordinates': [-122.21172, 47.40708]}",,,,,,,,,,,,,,34413,,,,,,,,,,,,,,,,,
2516.expn,1908,C6.2 - Itemized Expenditures,252,BETTER PIERCE COUNTY,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,P.O. BOX 1913,TACOMA,WA,98401,TSPEIR@MBAPIERCE.COM,(253) 272-2112,0.00,59451.24,7177.85,MAILING SERVICES,2008-10-21T00:00:00.000,2008-10-21T00:00:00.000,IQ DIRECT,2809 ROCKEFELLER AVE.,EVERETT,WA,98401,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1908'},"{'type': 'Point', 'coordinates': [-122.43646, 47.25328]}","{'type': 'Point', 'coordinates': [-122.20207, 47.97898]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515.expn,1908,C6.2 - Itemized Expenditures,252,BETTER PIERCE COUNTY,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,P.O. BOX 1913,TACOMA,WA,98401,TSPEIR@MBAPIERCE.COM,(253) 272-2112,0.00,59451.24,5642.00,CONSULTING SERVICES - DESIGN OF MAILER ,2008-09-30T00:00:00.000,2008-10-21T00:00:00.000,MINNICK AND MINNICK INC,19030 LENTON PLACE SE #616,MONROE,WA,98272,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1908'},"{'type': 'Point', 'coordinates': [-122.43646, 47.25328]}","{'type': 'Point', 'coordinates': [-121.97555, 47.8611]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.source,1928,C6.5 - Funding Sources,276,FAMILIES TO RE-ELECT OUR GOVERNOR,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,PO BOX 9100,SEATTLE,WA,98109,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1928'},"{'type': 'Point', 'coordinates': [-122.34693, 47.6314]}",,,,,,,,,,,,,,,,SEIU 925 PAC,2008-10-13T00:00:00.000,20000.00,3647 STONE WAY N,SEATTLE,WA,98103,"{'type': 'Point', 'coordinates': [-122.34306, 47.65196]}",,,,,,,,,
327.source,1928,C6.5 - Funding Sources,276,FAMILIES TO RE-ELECT OUR GOVERNOR,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,PO BOX 9100,SEATTLE,WA,98109,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1928'},"{'type': 'Point', 'coordinates': [-122.34693, 47.6314]}",,,,,,,,,,,,,,,,GATES,2008-10-17T00:00:00.000,2500.00,5161 NE 41ST ST,SEATTLE,WA,98105,"{'type': 'Point', 'coordinates': [-122.27048, 47.65778]}",,,,WILLIAM H,RETIRED,RETIRED,,,
321.source,1919,C6.5 - Funding Sources,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1919'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,,,,,,,,REPUBLICAN GOVERNORS ASSOC.,2008-08-21T00:00:00.000,1000000.00,"1747 PENNSYLVANIA AVE., NW #250",WASHINGTON,DC,20006,"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,
322.source,1919,C6.5 - Funding Sources,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1919'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,,,,,,,,REPUBLICAN GOVERNORS ASSOC.,2008-09-18T00:00:00.000,1000000.00,"1747 PENNSYLVANIA AVE., NW #250",WASHINGTON,DC,20006,"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,
323.source,1919,C6.5 - Funding Sources,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1919'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,,,,,,,,REPUBLICAN GOVERNORS ASSOC.,2008-10-06T00:00:00.000,1000000.00,"1747 PENNSYLVANIA AVE., NW #250",WASHINGTON,DC,20006,"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,
324.source,1919,C6.5 - Funding Sources,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1919'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,,,,,,,,REPUBLICAN GOVERNORS ASSOC.,2008-10-06T00:00:00.000,1000000.00,"1747 PENNSYLVANIA AVE., NW #250",WASHINGTON,DC,20006,"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,
325.source,1919,C6.5 - Funding Sources,253,WA ST RGA PAC,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,"1747 PENNSYLVANIA AVE. NW, SUITE 250",WASHINGTON,DC,20006,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1919'},"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,,,,,,,,REPUBLICAN GOVERNORS ASSOC.,2008-10-10T00:00:00.000,1500000.00,"1747 PENNSYLVANIA AVE., NW #250",WASHINGTON,DC,20006,"{'type': 'Point', 'coordinates': [-77.040951, 38.89965]}",,,,,,,,,
2657.entity,1928,C6.3 - Identified Entities,276,FAMILIES TO RE-ELECT OUR GOVERNOR,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2008-10-20T00:00:00.000,2008,PO BOX 9100,SEATTLE,WA,98109,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1928'},"{'type': 'Point', 'coordinates': [-122.34693, 47.6314]}",,7955,16502,7532,GREGC  507,CHRISTINE GREGOIRE ,GREGOIRE,CHRISTINE,GOVERNOR,"GOVERNOR, OFFICE OF",INDEPENDENT,24000.00,For,GREGC  507,,,,,,,,,,,,,,,,,,
2656.entity,1927,C6.3 - Identified Entities,155,PLANNED PARENTHOOD VOTES WASHINGTON PAC,Not Required for an Independent Expenditure,Independent Expenditure,2008-10-20T00:00:00.000,2008,2001 E MADISON,SEATTLE,WA,98122,,,0.00,26732.38,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1927'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}",,9291,16591,5277,DRISJ  223,JOHN DRISCOLL ,DRISCOLL,JOHN,STATE REPRESENTATIVE,LEG DISTRICT 06 - HOUSE,DEMOCRAT,105.54,For,DRISJ  223,33877,,,,,,,,,,,,,,,,,
2655.entity,1927,C6.3 - Identified Entities,155,PLANNED PARENTHOOD VOTES WASHINGTON PAC,Not Required for an Independent Expenditure,Independent Expenditure,2008-10-20T00:00:00.000,2008,2001 E MADISON,SEATTLE,WA,98122,,,0.00,26732.38,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1927'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}",,10512,16749,1049,BARLD  223,DONALD BARLOW ,BARLOW,DONALD,STATE REPRESENTATIVE,LEG DISTRICT 06 - HOUSE,DEMOCRAT,105.54,For,BARLD  223,33877,,,,,,,,,,,,,,,,,
2654.entity,1927,C6.3 - Identified Entities,155,PLANNED PARENTHOOD VOTES WASHINGTON PAC,Not Required for an Independent Expenditure,Independent Expenditure,2008-10-20T00:00:00.000,2008,2001 E MADISON,SEATTLE,WA,98122,,,0.00,26732.38,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1927'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}",,7955,16502,7532,GREGC  507,CHRISTINE GREGOIRE ,GREGOIRE,CHRISTINE,GOVERNOR,"GOVERNOR, OFFICE OF",DEMOCRAT,427.78,For,GREGC  507,33877,,,,,,,,,,,,,,,,,
2653.entity,1926,C6.3 - Identified Entities,155,PLANNED PARENTHOOD VOTES WASHINGTON PAC,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,2001 E MADISON,SEATTLE,WA,98122,,,0.00,23249.25,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1926'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}",,7955,16502,7532,GREGC  507,CHRISTINE GREGOIRE ,GREGOIRE,CHRISTINE,GOVERNOR,"GOVERNOR, OFFICE OF",DEMOCRAT,3483.13,For,GREGC  507,33877,,,,,,,,,,,,,,,,,
2652.entity,1925,C6.3 - Identified Entities,155,PLANNED PARENTHOOD VOTES WASHINGTON PAC,Not Required for an Independent Expenditure,Independent Expenditure,2008-10-20T00:00:00.000,2008,2001 E MADISON,SEATTLE,WA,98122,,,0.00,20558.15,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1925'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}",,7955,16502,7532,GREGC  507,CHRISTINE GREGOIRE ,GREGOIRE,CHRISTINE,GOVERNOR,"GOVERNOR, OFFICE OF",DEMOCRAT,1346.61,For,GREGC  507,33877,,,,,,,,,,,,,,,,,
2651.entity,1925,C6.3 - Identified Entities,155,PLANNED PARENTHOOD VOTES WASHINGTON PAC,Not Required for an Independent Expenditure,Independent Expenditure,2008-10-20T00:00:00.000,2008,2001 E MADISON,SEATTLE,WA,98122,,,0.00,20558.15,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1925'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}",,10214,16014,18492,SRAID  464,DEBORAH SRAIL ,SRAIL,DEBORAH,STATE SENATOR,LEG DISTRICT 28 - SENATE,DEMOCRAT,995.34,For,SRAID  464,33877,,,,,,,,,,,,,,,,,
2650.entity,1925,C6.3 - Identified Entities,155,PLANNED PARENTHOOD VOTES WASHINGTON PAC,Not Required for an Independent Expenditure,Independent Expenditure,2008-10-20T00:00:00.000,2008,2001 E MADISON,SEATTLE,WA,98122,,,0.00,20558.15,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1925'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}",,10168,15888,21786,YBARV  902,VICKIE YBARRA ,YBARRA,VICKIE,STATE REPRESENTATIVE,LEG DISTRICT 14 - HOUSE,DEMOCRAT,348.15,For,YBARV  902,33877,,,,,,,,,,,,,,,,,
2649.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,7980,16588,5370,EDDYD  033,DEBORAH EDDY ,EDDY,DEBORAH,STATE REPRESENTATIVE,LEG DISTRICT 48 - HOUSE,DEMOCRAT,142.11,For,EDDYD  033,,,,,,,,,,,,,,,,,,
2648.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,3803,16413,9114,HUNTR  039,ROSS HUNTER ,HUNTER,ROSS,STATE REPRESENTATIVE,LEG DISTRICT 48 - HOUSE,DEMOCRAT,142.11,For,HUNTR  039,,,,,,,,,,,,,,,,,,
2631.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,,,,,  ,,,,,,142.11,Against,,,,,,,,,,,INITIATIVE MEASURE NO. 985,I-985,STATEWIDE,,,,,,
2632.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,,,,,  ,,,,,,142.11,For,,,,,,,,,,,SOUND TRANSIT PROPOSITION 1 - MASS TRANSIT EXPANSION,1,LOCAL,,,,,,
2633.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,,,,,  ,,,,,,142.11,For,,,,,,,,,,,SEATTLE PROPOSITION 2 - PARKS LEVY,2,LOCAL,,,,,,
2647.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,9035,16034,18054,SIMPG  042,GEOFFREY SIMPSON ,SIMPSON,GEOFFREY,STATE REPRESENTATIVE,LEG DISTRICT 47 - HOUSE,DEMOCRAT,142.11,For,SIMPG  042,,,,,,,,,,,,,,,,,,
2646.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,25519,16144,15377,POLLG  115,GERALD POLLET ,POLLET,GERALD,STATE REPRESENTATIVE,LEG DISTRICT 46 - HOUSE,DEMOCRAT,142.11,For,POLLG  115,,,,,,,,,,,,,,,,,,
2645.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,10314,16293,11671,LOOME  290,ELIZABETH LOOMIS ,LOOMIS,ELIZABETH,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,DEMOCRAT,142.11,For,LOOME  290,,,,,,,,,,,,,,,,,,
2644.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,26712,16157,14952,PEDEJ  104,JAMIE PEDERSEN ,PEDERSEN,JAMIE,STATE REPRESENTATIVE,LEG DISTRICT 43 - HOUSE,DEMOCRAT,142.11,For,PEDEJ  104,,,,,,,,,,,,,,,,,,
2643.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,1569,16269,12392,MAXWM  056,MARCIE MAXWELL ,MAXWELL,MARCIE,STATE REPRESENTATIVE,LEG DISTRICT 41 - HOUSE,DEMOCRAT,142.11,For,MAXWM  056,,,,,,,,,,,,,,,,,,
2642.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,28670,16403,9471,JARRF2 040,FRED JARRETT ,JARRETT,FRED,STATE SENATOR,LEG DISTRICT 41 - SENATE,DEMOCRAT,142.11,For,JARRF2 040,,,,,,,,,,,,,,,,,,
2641.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,9338,16694,2207,BURBJ  111,JOHN BURBANK ,BURBANK,JOHN,STATE REPRESENTATIVE,LEG DISTRICT 36 - HOUSE,DEMOCRAT,142.11,For,BURBJ  111,,,,,,,,,,,,,,,,,,
2640.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,27609,15927,20963,WEIGR  093,RONALD WEIGELT ,WEIGELT,RONALD,STATE REPRESENTATIVE,LEG DISTRICT 31 - HOUSE,DEMOCRAT,142.11,For,WEIGR  093,,,,,,,,,,,,,,,,,,
2639.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,26078,16053,17468,SEAQL  335,LARRY SEAQUIST ,SEAQUIST,LARRY,STATE REPRESENTATIVE,LEG DISTRICT 26 - HOUSE,DEMOCRAT,142.11,For,SEAQL  335,,,,,,,,,,,,,,,,,,
2638.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,10532,16788,156,ABELK  366,KIM ABEL ,ABEL,KIM,STATE REPRESENTATIVE,LEG DISTRICT 26 - HOUSE,DEMOCRAT,142.11,For,ABELK  366,,,,,,,,,,,,,,,,,,
2637.entity,1924,C6.3 - Identified Entities,275,CASCADE BICYCLE CLUB,Not Required for an Independent Expenditure Ad,Independent Expenditure Ad,2008-10-20T00:00:00.000,2008,PO BOX 15165,SEATTLE,WA,98115,,,0.00,0.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-1924'},"{'type': 'Point', 'coordinates': [-122.30076, 47.68555]}",,27216,16202,13829,NASSC  110,CHRISTINE ROLFES ,ROLFES,CHRISTINE,STATE REPRESENTATIVE,LEG DISTRICT 23 - HOUSE,,142.11,For,NASSC  110,,,,,,,,,,,,,,,,,,
