id,report_number,origin,sponsor_entity_id,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,total_unitemized,total_cycle,total_this_report,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_name,candidate_last_name,candidate_office,candidate_jurisdiction,portion_of_amount,for_or_against,filer_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,candidate_first_name,candidate_party,vendor_location,ballot_name,ballot_number,ballot_type,sponsor_location,sponsor_phone,funders_location,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state
21685.expn,12188,C6.2 - Itemized Expenditures,38363,2060,JUSTICE NOT JAILS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,"53 W MAIN AVE, #120M",SPOKANE,WA,99201,justicenotjails509@gmail.com,0.00,182979.23,42000.00,6300.00,CONSULTANT FEES,2023-10-23T00:00:00.000,2023-10-24T00:00:00.000,NWP CONSULTING,105 S MAIN ST STE 332,SEATTLE,WA,98104,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12188'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.33374, 47.59975]}",,,,,,,,,,,
21684.expn,12188,C6.2 - Itemized Expenditures,38363,2060,JUSTICE NOT JAILS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,"53 W MAIN AVE, #120M",SPOKANE,WA,99201,justicenotjails509@gmail.com,0.00,182979.23,42000.00,35700.00,DGT'L AD 1397533 IMPRESSIONS,2023-10-23T00:00:00.000,2023-10-24T00:00:00.000,JAMLOOP,1261 LOCUST ST #72,WALNUT CREEK,CA,94596,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12188'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21683.expn,12187,C6.2 - Itemized Expenditures,38555,2071,JOBS FOR JUSTICE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,PO BOX 10186,SPOKANE,WA,99209,connect@jobsforjustice.com,0.00,26603.53,8000.00,8000.00,CABLE ADS 10/23-11/3,2023-10-25T00:00:00.000,2023-10-23T00:00:00.000,VICTORY MEDIA,9116 E SPRAGUE AVE #713,SPOKANE VALLEY,WA,99206,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12187'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21682.expn,12186,C6.2 - Itemized Expenditures,38555,2071,JOBS FOR JUSTICE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,PO BOX 10186,SPOKANE,WA,99209,connect@jobsforjustice.com,0.00,18603.53,2296.73,2296.73,PRO MEASURE 1 YARD SIGNS 269,2023-10-25T00:00:00.000,2023-10-20T00:00:00.000,PRESSCATS,16206 N CIRRUS RD,SPOKANE,WA,99208,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12186'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.36915, 47.80501]}",,,,,,,,,,,
21681.expn,12185,C6.2 - Itemized Expenditures,38517,2083,EASTSIDE PROGRESS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,PO BOX 7388,BELLEVUE,WA,98008,accounting@fusewashington.org,0.00,15580.00,15580.00,5954.57,MAILER PRINTING 19000 PCS,2023-10-24T00:00:00.000,2023-10-24T00:00:00.000,MOREL INK,4824 42ND AVE,PORTLAND,OR,97218,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12185'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21680.expn,12185,C6.2 - Itemized Expenditures,38517,2083,EASTSIDE PROGRESS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,PO BOX 7388,BELLEVUE,WA,98008,accounting@fusewashington.org,0.00,15580.00,15580.00,5292.23,MAILER POSTAGE 19000 PCS,2023-10-24T00:00:00.000,2023-10-24T00:00:00.000,USPS,15731 NE 8TH ST,BELLEVUE,WA,98008,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12185'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.13012, 47.61645]}",,,,,,,,,,,
21679.expn,12185,C6.2 - Itemized Expenditures,38517,2083,EASTSIDE PROGRESS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,PO BOX 7388,BELLEVUE,WA,98008,accounting@fusewashington.org,0.00,15580.00,15580.00,1000.00,MAILER DESIGN,2023-10-24T00:00:00.000,2023-10-24T00:00:00.000,KRISTIN TEUTONICO,2411 ATLANTIC AVE STE 4,MANASQUAN,NJ,08736,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12185'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21678.expn,12185,C6.2 - Itemized Expenditures,38517,2083,EASTSIDE PROGRESS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,PO BOX 7388,BELLEVUE,WA,98008,accounting@fusewashington.org,0.00,15580.00,15580.00,3333.20,MAILER CONSULTING,2023-10-24T00:00:00.000,2023-10-24T00:00:00.000,CERILLION N4 PARTNERS,1326 5TH AVE STE 334,SEATTLE,WA,98101,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12185'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.33423, 47.60957]}",,,,,,,,,,,
21677.expn,12184,C6.2 - Itemized Expenditures,34054,364,SEIU 775 QUALITY CARE COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,215 COLUMBIA ST,SEATTLE,WA,98104,HOLLYELLIOTT@SEIU775.ORG,0.00,52605.48,5000.00,5000.00,IE - DIGITAL AD,2023-10-25T00:00:00.000,2023-10-25T00:00:00.000,FUSE WASHINGTON,PO BOX 4897,SEATTLE,WA,98194,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12184'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.33293, 47.60383]}",206-538-5735,,,,,,
21676.expn,12183,C6.2 - Itemized Expenditures,38286,2082,SEATTLE NEIGHBORS COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,PO BOX 21961,SEATTLE,WA,98111,phil@seattlecfo.com,0.00,36000.00,36000.00,36000.00,TWO MAILING ,2023-10-24T00:00:00.000,2023-10-24T00:00:00.000,CERILLION N4 PARTNERS,1326 5TH AVE,SEATTLE,WA,98101,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12183'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.33423, 47.60956]}",,,,"{'type': 'Point', 'coordinates': [-122.33635, 47.60897]}",,,,,,,
21675.expn,12182,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,265442.14,6322.36,3843.20,"TEXT MESSAGES (15,360)",2023-10-17T00:00:00.000,2023-10-24T00:00:00.000,RATENOW,PO BOX 785,CENTERVILLE,UT,84014,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12182'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",3606288129,,,,,,
21674.expn,12182,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,265442.14,6322.36,2479.16,"TEXT MESSAGES (3,993)",2023-10-17T00:00:00.000,2023-10-24T00:00:00.000,RATENOW,PO BOX 785,CENTERVILLE,UT,84014,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12182'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",3606288129,,,,,,
21673.expn,12181,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,259119.78,7790.56,2648.16,"DIR MAIL POSTAGE (4,904 PCS)",2023-10-17T00:00:00.000,2023-10-24T00:00:00.000,WEBB MASON,10803 GILROY RD.,HUNT VALLEY,MD,21031,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12181'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.66264, 39.47877]}",,,,"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",3606288129,,,,,,
21672.expn,12181,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,259119.78,7790.56,5142.40,"DIR MAIL PRINT (4,904 PCS)",2023-10-17T00:00:00.000,2023-10-24T00:00:00.000,WEBB MASON,10803 GILROY RD.,HUNT VALLEY,MD,21031,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12181'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.66264, 39.47877]}",,,,"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",3606288129,,,,,,
21671.expn,12180,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,251329.22,8372.04,5978.92,ONLINE ADV - 10/24 (2 WKS),2023-10-17T00:00:00.000,2023-10-24T00:00:00.000,ADSTIR,16414 SAN PEDRO AVE #150,SAN ANTONIO,TX,78232,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12180'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",3606288129,,,,,,
21670.expn,12180,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-25T00:00:00.000,2023,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,251329.22,8372.04,2393.12,"TEXT MESSAGES (3,276)",2023-10-17T00:00:00.000,2023-10-24T00:00:00.000,RATENOW,PO BOX 785,CENTERVILLE,UT,84014,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12180'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",3606288129,,,,,,
21669.expn,12179,C6.2 - Itemized Expenditures,35895,2081,ENERGIZE WASHINGTON ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-25T00:00:00.000,2023,19550 INTERNATIONAL BLVD SUITE 103,SEATAC,WA,98188,EnergizeWashingtonPAC@gmail.com,0.00,30685.55,15363.22,9425.70,"MAIL/DESIGN 20,946 PC 9X6""",2023-10-24T00:00:00.000,2023-10-26T00:00:00.000,WINPOWER STRATEGIES,19550 INTL. BLVD SUITE 103,SEATAC,WA,98188,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12179'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.29551, 47.42707]}",,,,,,,
21668.expn,12179,C6.2 - Itemized Expenditures,35895,2081,ENERGIZE WASHINGTON ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-25T00:00:00.000,2023,19550 INTERNATIONAL BLVD SUITE 103,SEATAC,WA,98188,EnergizeWashingtonPAC@gmail.com,0.00,30685.55,15363.22,5937.52,"20,946 PC 10.5 X 6 POSTAGE",2023-10-24T00:00:00.000,2023-10-26T00:00:00.000,CAPITOL CITY PRESS,2975 37TH AVE SW,TUMWATER,WA,98512,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12179'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.94484, 47.01308]}",,,,"{'type': 'Point', 'coordinates': [-122.29551, 47.42707]}",,,,,,,
21666.expn,12178,C6.2 - Itemized Expenditures,35895,2081,ENERGIZE WASHINGTON ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-25T00:00:00.000,2023,19550 INTERNATIONAL BLVD SUITE 103,SEATAC,WA,98188,EnergizeWashingtonPAC@gmail.com,0.00,15322.33,15322.33,5896.63,"POSTAGE, 20,946, 6 X 21"" ",2023-10-17T00:00:00.000,2023-10-21T00:00:00.000,CAPITOL CITY PRESS,275 37TH AVE SW,TUMWATER,WA,98512,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12178'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.29551, 47.42707]}",,,,,,,
21665.expn,12177,C6.2 - Itemized Expenditures,34135,389,STAND FOR CHILDREN WASHINGTON PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,P.O. BOX 777,EVERETT,WA,98206,ADMIN@STAND.ORG,0.00,27850.80,3403.40,3403.40,PAID PHONES CAMPAIGN,2023-10-24T00:00:00.000,2023-10-24T00:00:00.000,"AMM POLITICAL STRATEGIES, LLC",507 N. SYLVANIA AVE.,FORT WORTH,TX,76111,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12177'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-97.30928, 32.77125]}",,,,,,,,,,,
21664.expn,12176,C6.2 - Itemized Expenditures,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,DKARL@IAFF27.ORG,0.00,5990.00,1890.00,1890.00,STRANGER PRINT & DIGITAL AD,2023-10-23T00:00:00.000,2023-10-25T00:00:00.000,INDEX NEWSPAPERS LLC,PO BOX 86208,PORTLAND,OR,97286,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12176'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",206-285-1271,,,,,,
21663.expn,12175,C6.2 - Itemized Expenditures,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,DKARL@IAFF27.ORG,0.00,4100.00,2000.00,2000.00,CROSSCUT PRINT & DIGITAL AD,2023-10-23T00:00:00.000,2023-10-23T00:00:00.000,CASCADE PUBLIC MEDIA,401 MERCER ST.,SEATTLE,WA,98109,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12175'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",206-285-1271,,,,,,
21662.expn,12174,C6.2 - Itemized Expenditures,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,DKARL@IAFF27.ORG,0.00,2100.00,2100.00,2100.00,DESIGN OF PRINT/DIGITAL ADS,2023-10-20T00:00:00.000,2023-10-23T00:00:00.000,XENNIAL CREATIONS,2046 REDWOOD CREST,VISTA,CA,92081,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12174'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",206-285-1271,,,,,,
29669.entity,12174,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,2100.00,2100.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12174'},35842,689427,32087,MOORC--151, CATHY MOORE ,CATHY MOORE,CITY COUNCIL MEMBER,CITY OF SEATTLE,350.00,For,MOORC--151,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29670.entity,12174,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,2100.00,2100.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12174'},1352,689235,31839,STRAD  165,DAN DANIEL STRAUSS ,DANIEL STRAUSS,CITY COUNCIL MEMBER,CITY OF SEATTLE,350.00,For,STRAD  165,,,,,,,,DAN,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29671.entity,12174,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,2100.00,2100.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12174'},35561,689084,31606,HOLLJ--786, JACQUELINE J. HOLLINGSWORTH ,JACQUELINE J. HOLLINGSWORTH,CITY COUNCIL MEMBER,CITY OF SEATTLE,350.00,For,HOLLJ--786,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29672.entity,12174,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,2100.00,2100.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12174'},35760,689294,31918,RIVEM--706, MARITZA RIVERA ,MARITZA RIVERA,CITY COUNCIL MEMBER,CITY OF SEATTLE,350.00,For,RIVEM--706,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29673.entity,12174,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,2100.00,2100.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12174'},35867,689462,32180,KETTR--291, ROBERT KETTLE ,ROBERT KETTLE,CITY COUNCIL MEMBER,CITY OF SEATTLE,350.00,For,KETTR--291,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29674.entity,12174,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,2100.00,2100.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12174'},35684,689216,31734,WOO-T--058, TANYA WOO ,TANYA WOO,CITY COUNCIL MEMBER,CITY OF SEATTLE,350.00,For,WOO-T--058,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29675.entity,12175,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,4100.00,2000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12175'},35842,689427,32087,MOORC--151, CATHY MOORE ,CATHY MOORE,CITY COUNCIL MEMBER,CITY OF SEATTLE,333.33,For,MOORC--151,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29676.entity,12175,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,4100.00,2000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12175'},1352,689235,31839,STRAD  165,DAN DANIEL STRAUSS ,DANIEL STRAUSS,CITY COUNCIL MEMBER,CITY OF SEATTLE,333.33,For,STRAD  165,,,,,,,,DAN,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29677.entity,12175,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,4100.00,2000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12175'},35561,689084,31606,HOLLJ--786, JACQUELINE J. HOLLINGSWORTH ,JACQUELINE J. HOLLINGSWORTH,CITY COUNCIL MEMBER,CITY OF SEATTLE,333.34,For,HOLLJ--786,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29678.entity,12175,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,4100.00,2000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12175'},35760,689294,31918,RIVEM--706, MARITZA RIVERA ,MARITZA RIVERA,CITY COUNCIL MEMBER,CITY OF SEATTLE,333.33,For,RIVEM--706,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29679.entity,12175,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,4100.00,2000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12175'},35867,689462,32180,KETTR--291, ROBERT KETTLE ,ROBERT KETTLE,CITY COUNCIL MEMBER,CITY OF SEATTLE,333.33,For,KETTR--291,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29680.entity,12175,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,4100.00,2000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12175'},35684,689216,31734,WOO-T--058, TANYA WOO ,TANYA WOO,CITY COUNCIL MEMBER,CITY OF SEATTLE,333.34,For,WOO-T--058,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29681.entity,12176,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,5990.00,1890.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12176'},35842,689427,32087,MOORC--151, CATHY MOORE ,CATHY MOORE,CITY COUNCIL MEMBER,CITY OF SEATTLE,315.00,For,MOORC--151,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
29682.entity,12176,C6.3 - Identified Entities,34028,213,SEATTLE FIREFIGHTERS PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2023-10-25T00:00:00.000,2023,517 SECOND AVE WEST,SEATTLE,WA,98119,,0.00,5990.00,1890.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12176'},1352,689235,31839,STRAD  165,DAN DANIEL STRAUSS ,DANIEL STRAUSS,CITY COUNCIL MEMBER,CITY OF SEATTLE,315.00,For,STRAD  165,,,,,,,,DAN,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.35971, 47.62377]}",,,,,,,
